Metabolite,LibraryID,Precursor_Mass,Network_Number,RTConsensus
51589,NA,660.45,4655,5.1122
51629,NA,522.26,NA,5.1124
51280,NA,625.47,NA,5.1125
51551,NA,408.19,1169,5.1126
51552,NA,413.15,NA,5.1126
51553,NA,429.12,NA,5.1129
51669,NA,581.31,NA,5.1131
51658,NA,592.34,16,5.1144
51676,NA,450.29,NA,5.1144
51457,NA,378.32,NA,5.1148
51722,NA,597.75,NA,5.1148
51411,NA,341.35,1281,5.1152
51494,NA,520.33,NA,5.1155
51189,NA,387.23,255,5.1164
51562,NA,703.39,NA,5.1164
52661,NA,432.27,1478,5.1164
50428,"Candidate Dihydroxylated bile acid (delta mass -54.0484; sirius atomic difference: -4C, -6H; buddy atomic difference: -4C, -6H)",339.25,NA,5.1166
52076,NA,237.19,3643,5.1169
51652,NA,630.42,NA,5.1178
51648,NA,394.28,1471,5.1181
51555,NA,771.04,47,5.119
51646,"Candidate Trihydroxylated bile acid (delta mass 185.0156; sirius atomic difference: 7C, 7H, 1N, 3O, 1S; buddy atomic difference: 9C, 3H, 3N, 2O)",594.31,1805,5.1193
51177,NA,692.53,3260,5.1202
51680,NA,598.09,NA,5.1212
51557,NA,698.43,984,5.1217
51659,NA,505.03,47,5.1218
51775,NA,505.36,NA,5.123
51905,NA,444.32,NA,5.1233
51869,NA,492.36,47,5.1238
51653,NA,500.2,NA,5.1266
51796,NA,354.26,1880,5.127
51166,NA,460.34,830,5.1271
51830,NA,1017.69,1867,5.1281
51323,NA,501.3,140,5.1291
50901,NA,322.24,NA,5.1297
51237,NA,323.18,NA,5.1305
51685,NA,608.41,165,5.1306
51716,NA,616.43,NA,5.1308
51914,NA,287.18,NA,5.1317
51705,NA,660.49,3813,5.1318
51760,NA,679.34,5030,5.1323
51825,NA,443.32,1992,5.1338
51609,NA,556.28,843,5.1339
51955,NA,504.34,16,5.1345
51790,NA,749.03,47,5.1352
52165,NA,315.19,3864,5.136
51842,NA,748.52,47,5.1375
51743,NA,386.24,NA,5.1392
51733,NA,634.36,2674,5.1408
51272,NA,375.33,NA,5.1416
51945,NA,583.08,47,5.1435
51721,NA,250.14,NA,5.1436
51567,NA,356.28,2822,5.1439
51713,NA,339.34,NA,5.1444
52486,NA,339.3,667,5.145
51723,NA,440.31,4573,5.1454
50994,NA,366.24,690,5.1455
51988,NA,338.27,NA,5.1455
51818,NA,616.46,NA,5.146
51744,NA,418.31,2660,5.1462
52187,NA,298.25,262,5.1463
51453,NA,701.43,647,5.1463
51712,NA,303.23,3350,5.1477
51933,NA,344.32,15,5.1486
51849,NA,219.17,3643,5.1497
51851,NA,594.41,2000,5.1512
52060,NA,342.3,3450,5.1514
51282,NA,441.3,NA,5.1517
51704,NA,511.22,843,5.1521
51953,NA,205.16,NA,5.1525
51860,NA,402.21,6744,5.1533
51686,NA,533.21,NA,5.1535
51628,NA,371.2,3653,5.1536
51446,NA,349.21,690,5.1549
51929,NA,572.44,1999,5.1549
50886,NA,422.35,1614,5.1554
52132,NA,515.33,4172,5.1567
51881,NA,387.25,NA,5.157
51815,NA,286.24,2652,5.1572
52064,NA,843.06,165,5.1589
50756,NA,275.2,1996,5.1593
51876,NA,406.23,NA,5.16
52222,NA,484.39,NA,5.1604
52011,NA,566.35,NA,5.1605
51590,NA,675.5,3260,5.163
53421,NA,427.25,NA,5.1642
51880,NA,792,16,5.1645
52163,NA,495.29,238,5.1652
51452,NA,528.41,4009,5.1653
51850,NA,583.41,47,5.1654
52414,NA,398.33,NA,5.1661
52156,NA,311.22,NA,5.1689
53009,"Candidate Trihydroxylated bile acid (delta mass -74.0166; sirius atomic difference: -6C, -2H; buddy atomic difference: -6C, -2H)",335.28,NA,5.1692
51969,NA,726.51,47,5.1695
52274,NA,238.18,3643,5.17
51913,NA,204.1,NA,5.1702
51159,NA,267.17,505,5.1711
52195,NA,251.2,1399,5.1727
52128,NA,275.19,NA,5.1729
52091,NA,727.01,47,5.1736
51997,NA,606.31,NA,5.1739
51944,NA,602.29,NA,5.1742
51674,NA,638.44,NA,5.1748
51763,NA,656.44,1483,5.1748
52346,NA,638.33,4018,5.1758
52007,NA,407.28,3239,5.1767
52155,NA,568.74,2798,5.1782
51874,NA,465.3,NA,5.1791
51916,NA,466.3,NA,5.1791
52078,NA,351.25,4,5.1801
52372,NA,1052.07,4982,5.1802
51792,NA,477.36,165,5.181
51695,NA,440.3,824,5.1812
51992,NA,587.93,47,5.1821
52015,NA,279.16,6116,5.1831
50460,NA,221.15,3643,5.1835
52024,NA,370.3,NA,5.1844
51987,NA,459.36,NA,5.1857
51972,NA,617.39,NA,5.1863
51623,NA,352.31,29,5.188
51817,NA,420.09,NA,5.1883
52492,NA,440.36,798,5.1883
52331,NA,603.29,NA,5.1887
52105,NA,644.26,NA,5.1914
52251,NA,351.22,NA,5.1917
52090,NA,478.35,3361,5.1918
52069,NA,805.01,16,5.1919
52034,NA,1065.68,16,5.1925
53143,NA,469.33,NA,5.193
52161,NA,1043.7,NA,5.1943
52066,NA,482.36,16,5.1946
53104,"Candidate Dihydroxylated bile acid (delta mass 17.0266; sirius atomic difference: 3H, 1N; buddy atomic difference: 3H, 1N)",410.33,78,5.1948
51956,NA,612.43,2465,5.1956
52126,NA,576.3,NA,5.1966
51952,NA,460.28,NA,5.197
51895,NA,450.36,5120,5.1978
52495,NA,444.37,94,5.1986
52376,NA,328.25,262,5.199
53242,NA,570.35,238,5.1992
52184,NA,553.73,47,5.2004
52153,NA,384.27,NA,5.2011
51499,NA,368.23,NA,5.2015
52173,NA,621.27,NA,5.2025
52201,NA,739.5,NA,5.2034
52401,NA,314.27,NA,5.2046
51935,NA,312.26,262,5.2047
52291,NA,402.36,1419,5.2048
53098,NA,286.31,NA,5.2051
52150,NA,624.28,676,5.2053
52271,NA,554.06,47,5.2056
52439,NA,515.37,4172,5.2068
52120,NA,413.3,NA,5.2072
51826,NA,306.28,3873,5.2075
52534,NA,599.37,48,5.2076
51899,NA,594.92,NA,5.2083
51706,NA,253.22,NA,5.2084
52192,NA,331.19,1484,5.2105
52167,NA,705,208,5.2111
52231,NA,659.47,3048,5.2116
52232,NA,676.5,3048,5.2116
52707,NA,309.21,244,5.2126
52194,NA,572.38,769,5.2132
52117,NA,310.31,NA,5.214
52348,NA,596.37,238,5.2153
52158,NA,280.19,886,5.2159
52115,NA,473.34,4031,5.216
52238,NA,438.3,792,5.2169
52047,NA,730.53,NA,5.217
52241,NA,435.21,NA,5.2177
52295,NA,646.93,165,5.2184
52911,NA,258.24,1724,5.2199
52370,NA,327.08,6466,5.2199
52175,NA,427.3,97,5.2202
52373,NA,1052.58,4982,5.2202
52531,NA,598.45,421,5.2205
52528,NA,454.36,551,5.2214
52026,"Candidate Dihydroxylated bile acid (delta mass 131.0718; sirius atomic difference: 2C, 14H, 1N, 3O, 1P; buddy atomic difference: 9C, 9H, 1N)",524.36,904,5.2219
52435,NA,539.05,47,5.2237
52306,NA,416.34,NA,5.2239
51655,"Candidate Monohydroxylated bile acid (delta mass 23.0357; sirius atomic difference: -5C, 1H, 7N, -1O; buddy atomic difference: -1C, 5H, 1N, 1O)",400.34,94,5.2245
52403,NA,488.35,5033,5.2247
52236,NA,562.39,NA,5.225
54005,NA,352.25,790,5.2251
52123,NA,639.17,NA,5.2251
52257,NA,165.09,442,5.2253
52196,NA,360.24,NA,5.2263
52086,NA,612.32,16,5.2265
52526,NA,466.33,NA,5.2271
52337,NA,704.53,3048,5.2278
52077,NA,214.22,NA,5.2288
52597,NA,481.33,NA,5.2289
52571,NA,401.35,94,5.2294
52369,NA,382.29,NA,5.2323
52355,NA,703.47,165,5.2326
52366,NA,626.37,6516,5.2336
52356,NA,510.33,NA,5.2342
52375,NA,624.91,165,5.2347
53043,NA,264.25,4154,5.2348
52933,NA,279.1,NA,5.2348
52657,NA,308.28,29,5.2348
52462,NA,354.27,790,5.2355
52179,NA,502.33,16,5.236
52562,NA,600.37,769,5.2375
52394,NA,535.87,NA,5.2376
52900,NA,621.31,4018,5.2376
52489,NA,288.25,1724,5.2386
53632,NA,620.38,NA,5.2393
52517,NA,529.21,NA,5.2416
52449,NA,412.25,364,5.2419
52400,NA,535.37,2840,5.2431
52429,NA,284.3,7132,5.2432
51276,NA,298.35,NA,5.2445
52505,NA,530.32,NA,5.2446
52408,NA,682.99,47,5.2447
52452,NA,368.3,798,5.2449
52653,NA,617.1,NA,5.2453
52755,NA,451.36,5120,5.2458
52391,NA,480.35,16,5.246
52266,NA,358.26,NA,5.2483
52498,NA,301.27,782,5.2496
52478,NA,189.13,NA,5.2502
52765,NA,247.23,4154,5.2502
52475,NA,551.19,NA,5.2513
52351,NA,394.26,NA,5.2519
52496,NA,355.29,NA,5.2532
52185,NA,269.19,248,5.2533
52579,NA,474.36,94,5.2545
52711,NA,436.34,NA,5.257
52732,NA,543.4,NA,5.2573
52632,NA,432.19,1478,5.2591
52519,NA,631.39,620,5.2597
52811,NA,247.13,6116,5.2606
52986,NA,388.22,468,5.2609
52378,NA,534.36,1831,5.2625
52520,NA,494.32,459,5.2643
53076,NA,280.24,1597,5.2644
52484,NA,495.31,NA,5.265
52585,NA,311.27,NA,5.2661
52605,NA,385.3,NA,5.2661
51297,NA,291.25,29,5.2661
52336,NA,681.46,NA,5.2669
52837,NA,650.4,NA,5.269
52742,NA,410.35,NA,5.2695
52314,NA,365.21,NA,5.2697
52636,NA,609.38,620,5.2702
52557,NA,415.3,97,5.2713
52523,NA,506.42,NA,5.2714
52947,NA,402.35,94,5.2718
52721,NA,507.27,1555,5.272
52665,NA,622.4,NA,5.2726
52660,NA,256.3,100,5.2735
52252,NA,503.32,2573,5.2738
52460,NA,484.35,3790,5.2741
52733,NA,527.32,NA,5.2744
53093,NA,361.24,NA,5.275
52726,NA,579.39,2122,5.275
52749,NA,462.34,NA,5.2754
53445,NA,424.34,NA,5.2755
52943,NA,652.44,NA,5.2761
52921,NA,602.76,159,5.2777
52757,NA,906.64,NA,5.2787
53365,NA,356.28,965,5.279
52715,NA,420.28,3174,5.2797
52604,NA,333.25,NA,5.2798
52838,NA,524.71,NA,5.2803
52669,NA,468.31,NA,5.2817
52210,NA,321.24,NA,5.2831
52754,NA,490.29,NA,5.2837
53645,NA,499.37,122,5.2837
53356,NA,488.36,965,5.2839
53378,NA,207.12,304,5.2845
51859,NA,325.14,NA,5.2845
53199,NA,410.24,4161,5.2864
53402,NA,815.6,591,5.2866
52861,"Candidate Trihydroxylated bile acid (delta mass -54.0317; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O; spectral library match to CCMSLIB00005464717, ""(4R)-4-((3S,5R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"")",355.26,NA,5.2869
52904,NA,502.32,140,5.2873
52891,NA,341.21,NA,5.288
52962,NA,660.97,47,5.2882
52787,NA,300.33,4199,5.2885
52349,NA,419.15,NA,5.2894
53394,NA,412.34,NA,5.2903
52818,NA,660.47,47,5.2916
52817,NA,483.34,1462,5.292
52205,NA,431.29,551,5.2928
52853,NA,418.3,NA,5.2931
52835,NA,680.42,125,5.2932
52810,NA,177.09,NA,5.2933
53393,NA,490.35,NA,5.2951
52648,NA,486.29,583,5.2953
52143,NA,431.28,1691,5.2953
51756,NA,327.23,NA,5.2967
52847,NA,703.46,NA,5.2967
52789,NA,582.36,3095,5.2967
52908,NA,702.4,NA,5.2969
52611,NA,598.43,571,5.2971
53045,NA,259.08,NA,5.2972
52676,NA,451.23,NA,5.2975
53251,NA,255.2,NA,5.2984
53117,NA,477.18,1143,5.2993
52939,NA,620.44,965,5.2993
52844,NA,431.81,NA,5.2994
52863,NA,862.61,NA,5.2997
52903,NA,637.43,NA,5.3004
53529,NA,425.34,685,5.3014
53195,NA,521.38,NA,5.3035
53313,NA,512.36,904,5.3036
53178,NA,386.24,790,5.3044
52983,NA,530.36,16,5.3044
52865,NA,362.27,NA,5.3045
53438,NA,255.23,4467,5.3046
52596,NA,599.34,4095,5.305
52874,NA,491.26,505,5.3054
52759,NA,587.37,620,5.3064
52582,NA,471.29,4172,5.3069
52555,NA,389.29,146,5.3074
53183,NA,499.32,620,5.3078
52929,NA,608.36,1387,5.3084
52437,NA,469.27,1381,5.3091
53230,NA,504.35,229,5.3091
53282,NA,302.27,374,5.3092
52926,NA,443.35,685,5.3093
52839,NA,434.24,446,5.3097
52972,NA,532.34,16,5.3106
52327,NA,291.23,NA,5.3106
52860,NA,581.44,NA,5.311
53132,NA,587.75,47,5.3111
52973,NA,580.89,165,5.3111
52978,"Candidate Trihydroxylated bile acid (delta mass 187.0437; sirius atomic difference: 7C, 10H, 1N, 3O, 1P; buddy atomic difference: 14C, 5H, 1N)",596.34,446,5.3114
52988,NA,409.15,NA,5.3119
52845,NA,649.31,3568,5.312
52770,NA,565.36,620,5.3122
53149,NA,588.08,47,5.3124
53070,NA,602.42,47,5.3129
52987,NA,393.18,NA,5.3133
53258,NA,347.13,NA,5.3137
52846,NA,510.29,NA,5.3139
53744,NA,648.37,5342,5.3148
53068,NA,510.03,2798,5.3153
53026,NA,441.26,505,5.3156
53114,NA,638.46,47,5.3169
53122,NA,756.03,122,5.3177
53003,NA,517.29,NA,5.318
52849,NA,461.36,414,5.3191
53108,NA,665.8,47,5.3197
52898,NA,409.31,551,5.3203
53049,NA,643.3,4095,5.3205
53128,NA,426.33,NA,5.3209
52549,NA,410.29,1011,5.3213
52946,NA,358.37,NA,5.322
53046,NA,568.32,NA,5.3225
52825,NA,380.33,NA,5.3234
53126,NA,509.7,NA,5.3234
53257,NA,526.39,16,5.3258
53232,NA,580.36,NA,5.3258
52778,NA,589.45,NA,5.3267
53326,NA,480.32,NA,5.3269
53101,NA,308.21,NA,5.3272
53175,NA,433.33,NA,5.3281
53145,NA,531.32,16,5.3282
53187,NA,528.34,NA,5.3285
53918,"Candidate Dihydroxylated bile acid (delta mass 77.9721; buddy atomic difference: 4C, -2H, 2O)",471.27,140,5.3288
53048,NA,621.32,4095,5.33
52899,NA,458.29,2176,5.3306
53085,NA,543.34,620,5.3308
53307,NA,576.41,965,5.331
53587,NA,360.31,NA,5.3335
52862,NA,548.37,3713,5.3339
53391,NA,446.28,1591,5.3339
52689,NA,517.33,NA,5.334
53646,NA,452.32,NA,5.3351
53592,NA,472.34,NA,5.3353
52673,NA,508.38,16,5.3365
53381,NA,651.12,3134,5.3365
53017,"Candidate Trihydroxylated bile acid (delta mass 55.018; sirius atomic difference: -1C, 6H, 1N, 1O, 1P; buddy atomic difference: 1C, 1H, 3N)",464.31,792,5.3366
53283,NA,507.36,NA,5.3371
52992,NA,395.22,NA,5.3391
52146,NA,510.36,238,5.3395
53666,NA,272.26,15,5.34
53330,NA,573.07,47,5.3403
53059,NA,428.28,94,5.3403
53278,NA,654.46,248,5.3404
52942,NA,559.46,25,5.3413
53873,NA,394.33,3622,5.3425
53284,NA,631.35,1248,5.3426
51984,NA,413.23,NA,5.3427
54194,NA,329.27,262,5.3428
52841,NA,708.49,965,5.3431
53487,NA,630.42,NA,5.3449
53237,NA,397.27,2597,5.345
52302,NA,427.28,NA,5.3465
53522,NA,294.21,1416,5.3472
53305,NA,656.42,NA,5.3493
52990,NA,413.27,NA,5.3498
54942,NA,540.33,NA,5.35
53367,NA,616.45,47,5.3533
53362,NA,495.36,NA,5.3548
54042,NA,383.18,NA,5.3552
53681,"Candidate Trihydroxylated bile acid (delta mass -36.0181; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005465719, ""(R)-4-((8S,9S,10R,13R,14S,17R)-10,13-dimethyl-3-oxo-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"")",373.27,1355,5.3557
53319,NA,542.49,NA,5.3571
52650,NA,594.38,1387,5.3573
53358,NA,251.21,NA,5.3586
53347,NA,495.02,2798,5.3586
53141,NA,532.38,965,5.359
53418,NA,249.19,NA,5.3591
53299,NA,366.34,5068,5.3597
52245,NA,453.3,NA,5.3602
53452,NA,414.29,NA,5.3611
53428,NA,434.33,NA,5.3612
53300,NA,395.29,NA,5.3622
53458,NA,470.38,2424,5.3629
52809,NA,664.46,965,5.363
52737,NA,476.34,NA,5.3646
53030,NA,373.24,NA,5.3646
53857,"Candidate Trihydroxylated bile acid (delta mass -72.0249; sirius atomic difference: -3C, -4H, -2O; buddy atomic difference: -3C, -4H, -2O)",337.27,1981,5.3646
53355,NA,235.17,NA,5.3648
53350,NA,409.34,4161,5.3651
53600,NA,325.23,2699,5.3673
53247,NA,207.17,NA,5.3675
52890,NA,270.32,5230,5.368
53264,NA,355.23,2597,5.3681
51915,NA,372.31,NA,5.3688
53531,NA,558.4,47,5.3689
53069,NA,408.22,NA,5.3693
53275,NA,490.26,44,5.3703
53197,NA,506.36,16,5.3712
53705,NA,577.36,NA,5.3728
53500,NA,504.37,NA,5.3732
53366,NA,733.52,151,5.3733
53348,NA,573.41,47,5.3733
52864,NA,350.24,NA,5.3735
53578,NA,363.22,NA,5.375
53585,NA,558.73,47,5.3753
54013,NA,407.18,NA,5.3758
53523,NA,267.2,NA,5.376
53464,NA,397.29,2597,5.3765
53579,NA,590.38,238,5.3803
53557,NA,511.23,140,5.3817
53383,NA,473.32,NA,5.3821
53634,NA,408.29,NA,5.3845
53556,NA,608.41,NA,5.3851
53506,NA,311.16,NA,5.3871
53082,NA,477.3,NA,5.3884
54137,NA,428.36,94,5.3887
53535,NA,377.21,NA,5.3888
53538,NA,527.28,NA,5.3905
53630,NA,682.44,2465,5.3916
52781,NA,415.25,5704,5.3926
53665,NA,291.27,2385,5.3934
53361,NA,448.38,438,5.3935
53573,NA,658.36,NA,5.3938
53599,NA,636.25,NA,5.3947
53577,NA,594.38,NA,5.3949
53016,NA,667.96,NA,5.3961
53741,NA,453.26,NA,5.3968
53781,NA,433.19,5065,5.3975
53496,NA,247.24,2656,5.3991
52467,NA,265.22,NA,5.4007
53306,NA,363.25,NA,5.4008
53542,NA,520.4,NA,5.4014
53603,NA,377.27,3239,5.4016
53641,NA,386.33,2778,5.4021
53625,NA,655.42,NA,5.4024
53640,NA,432.25,NA,5.4034
54201,NA,586.45,29,5.4057
53439,NA,596.42,NA,5.4064
53815,NA,536.37,NA,5.4072
53604,NA,459.31,NA,5.4072
53846,NA,622.11,NA,5.4074
53783,NA,628.38,620,5.4081
53778,NA,598.39,238,5.4087
53877,"Candidate Trihydroxylated bile acid (delta mass -36.9465; sirius atomic difference: -2C, 5H, 1N, -2O; buddy atomic difference: -2C, 5H, 1N, -2O)",372.35,7591,5.4095
53696,NA,676.42,1529,5.4097
53770,NA,349.27,NA,5.4097
53593,NA,641.47,97,5.4105
53833,NA,621.77,208,5.4105
53563,NA,205.12,NA,5.4109
54091,NA,311.26,790,5.4126
52278,NA,332.33,938,5.414
53913,NA,470.22,2424,5.4146
54089,NA,531.37,NA,5.4148
53635,NA,212.2,NA,5.415
53453,NA,481.29,2933,5.4163
53743,NA,573.3,140,5.4175
53842,NA,712.01,1974,5.4176
54148,NA,299.26,25,5.4177
53851,NA,543.72,47,5.4181
53789,NA,343.22,NA,5.4181
52667,NA,448.34,7052,5.4182
53489,NA,620.4,1387,5.4189
53826,NA,463.28,NA,5.4193
53707,NA,694.42,NA,5.4197
53767,NA,221.12,NA,5.4208
53924,NA,544.06,812,5.4215
53325,NA,458.34,527,5.4223
53824,NA,512.48,NA,5.4226
53841,NA,330.26,NA,5.4243
53911,NA,471.31,505,5.4244
54068,NA,454.3,NA,5.4245
54101,NA,411.21,1153,5.4247
53801,NA,347.21,NA,5.4256
53746,NA,630.48,29,5.4258
54411,NA,299.16,NA,5.4258
53709,NA,437.23,NA,5.4258
53959,NA,706.44,125,5.4276
54548,NA,297.29,NA,5.4286
52768,NA,284.33,7528,5.4298
53845,NA,476.33,NA,5.4303
54627,NA,498.35,NA,5.4309
53549,NA,513.3,NA,5.4311
54102,NA,611.43,461,5.4313
54077,NA,479.2,NA,5.4318
53854,NA,370.33,NA,5.4326
53776,NA,444.31,2597,5.4337
53871,NA,303.24,NA,5.4341
53914,NA,452.31,NA,5.434
53757,NA,374.25,NA,5.436
53993,NA,719.49,461,5.4373
53787,"Candidate Trihydroxylated bile acid (delta mass 89.1088; sirius atomic difference: 2C, 11H, 5N, -1O; buddy atomic difference: 7C, 11H, 3N, -3O)",498.4,NA,5.438
53694,NA,318.21,NA,5.4381
54239,NA,670.8,NA,5.4383
53906,NA,354.3,NA,5.4391
54802,NA,844.6,16,5.4392
53590,NA,263.2,NA,5.4397
52621,NA,475.34,414,5.4401
53976,NA,569.37,NA,5.4417
53982,NA,572.42,47,5.4428
54122,NA,572.92,NA,5.4429
54930,NA,457.33,414,5.4431
53346,NA,340.28,4,5.4437
53960,NA,492.37,NA,5.4437
53968,NA,363.34,1986,5.4441
54442,NA,385.38,NA,5.4442
54711,NA,374.33,395,5.4443
53884,NA,498.33,NA,5.4445
54421,NA,610.37,NA,5.4445
54193,NA,795.56,76,5.4448
53971,NA,344.26,NA,5.4457
54493,NA,417.31,NA,5.4469
54067,NA,371.16,NA,5.4494
54152,NA,607.43,208,5.4497
53704,NA,513.34,NA,5.4507
53849,NA,478.32,2699,5.4515
53932,NA,497.32,140,5.4522
53688,NA,542.43,29,5.4523
54390,NA,405.26,304,5.4523
53967,NA,320.26,2700,5.4528
53661,NA,345.28,NA,5.4531
53802,NA,327.29,3033,5.4533
54372,NA,416.37,NA,5.4546
54630,NA,423.17,NA,5.4562
53872,NA,437.21,NA,5.4562
54369,NA,689.99,165,5.458
54335,NA,365.14,29,5.4594
54166,NA,305.25,5927,5.4611
54266,NA,358.3,679,5.4617000000000004
54202,NA,581.4,1713,5.4628
54946,NA,409.33,NA,5.4631
53895,NA,542.37,2840,5.4643
54183,NA,259.21,NA,5.4658
53690,NA,484.37,165,5.4662
53961,NA,303.23,NA,5.4667
54241,NA,550.41,122,5.4667
54347,NA,323.22,1288,5.4675
54269,NA,396.23,NA,5.4675
54290,NA,322.24,NA,5.4677
53716,NA,689.46,NA,5.4686
54181,NA,866.59,NA,5.4693
54422,NA,469.34,4612,5.4702
54314,NA,281.25,NA,5.4717
54135,NA,586.36,769,5.4725
53467,NA,674.52,152,5.4727
54051,NA,441.32,97,5.4728
53991,NA,399.25,2597,5.4741
54730,NA,249.22,2114,5.4742
54295,NA,349.2,NA,5.4748
54203,NA,494.36,16,5.4755
54361,NA,397.2,1691,5.4759
54140,NA,529.38,NA,5.476
54339,NA,321.24,NA,5.4767
55012,NA,439.32,414,5.4799
54244,NA,700.45,984,5.4806
53354,NA,583.37,48,5.4828
53740,NA,241.22,249,5.4829
54688,NA,433.29,NA,5.483
54808,NA,530.31,NA,5.4831
54492,NA,453.3,78,5.4833
54371,NA,453.3,78,5.4834
54783,NA,446.29,NA,5.4838
54240,"Candidate Dihydroxylated bile acid (delta mass 84.0575; sirius atomic difference: 5C, 8H, 1O; buddy atomic difference: 5C, 8H, 1O)",477.36,414,5.4844
53942,NA,283.27,749,5.4847
54292,NA,286.24,2652,5.4855
53432,NA,531.29,1902,5.4869
54217,NA,421.23,NA,5.4875
54293,NA,221.15,NA,5.4879
54223,NA,435.29,NA,5.488
53879,NA,267.23,2211,5.4896
54128,NA,330.3,NA,5.4897
52777,NA,343.15,79,5.4899
54264,NA,350.27,NA,5.49
54245,NA,705.4,NA,5.4906
54258,NA,485.31,505,5.4907
54297,NA,514.37,47,5.4916
53263,NA,388.21,NA,5.4916
53469,NA,163.08,84,5.4921
54483,NA,909.66,NA,5.4921
54276,NA,346.29,NA,5.4922
54329,NA,327.22,NA,5.4942
54096,NA,448.29,7052,5.4946
54309,NA,496.31,620,5.4946
54554,NA,584.38,NA,5.4961
54221,NA,360.18,79,5.4987
55213,NA,515.32,140,5.499
54883,NA,510.36,140,5.4999
54257,NA,666.45,NA,5.5
54453,NA,920.65,NA,5.5009
54384,NA,441.36,NA,5.5034
53843,NA,383.22,NA,5.504
55187,NA,408.31,1011,5.5042
54507,NA,833.43,3218,5.5041
55234,NA,395.36,NA,5.5043
55302,NA,351.25,NA,5.5046
54242,NA,464.3,NA,5.5054
54964,NA,371.22,NA,5.5055
53766,NA,484.33,NA,5.5055
54434,NA,460.83,5604,5.5061
54428,NA,584.36,620,5.5065
54476,NA,696.48,NA,5.5076
54450,"Candidate Dihydroxylated bile acid (delta mass 481.2866; sirius atomic difference: 35C, 35H, 3N, -1O; buddy atomic difference: 26C, 43H, 1N, 5O, 1S)",874.59,54,5.5081
54420,NA,467.31,NA,5.5105
55427,NA,711.5,47,5.5107
53892,NA,325.27,679,5.5109
54436,NA,305.21,NA,5.5123
54854,NA,263.24,NA,5.5127
55477,NA,270.32,5230,5.5149
54446,NA,638.44,NA,5.5161
55426,NA,372.31,NA,5.5163
54313,NA,365.32,NA,5.518
54532,NA,465.25,NA,5.5181
55554,NA,460.29,426,5.5188
54661,NA,674.47,NA,5.5193
54772,NA,578.08,NA,5.5196
52464,NA,436.27,1805,5.5199
54451,"Candidate Dihydroxylated bile acid (delta mass 498.3133; sirius atomic difference: 20C, 34H, 16N; buddy atomic difference: 34C, 42H, 3O)",891.61,54,5.5203
54216,NA,606.29,NA,5.5216
54474,NA,395.33,NA,5.5216
54778,NA,577.74,47,5.5218
54530,NA,656.5,421,5.522
55527,NA,432.31,NA,5.5226
54775,NA,873.64,591,5.5226
54557,NA,455.35,4355,5.5229
54454,NA,763.04,47,5.5231
54669,NA,462.31,NA,5.5242000000000004
54525,NA,470.36,NA,5.5245
54797,NA,641.12,3134,5.5245
54164,NA,365.29,1541,5.5246
54835,NA,314.31,2652,5.5249
54562,NA,402.24,468,5.5253
54363,NA,327.19,NA,5.5257
54563,NA,407.2,NA,5.5262
54689,NA,449.37,601,5.5266
55369,NA,534.36,1591,5.5271
54336,NA,415.28,NA,5.5274
54377,NA,414.36,64,5.5275
54581,NA,620.39,NA,5.5277
54622,NA,570.34,NA,5.5281
55645,NA,392.28,446,5.5283
54646,NA,806.05,1613,5.5293
55649,NA,417.28,3353,5.5298
54478,NA,308.17,NA,5.53
55075,NA,360.28,4262,5.5305
54322,NA,452.28,78,5.5313
54544,NA,806.55,165,5.5314
54703,NA,452.37,94,5.5321
54937,NA,510.42,NA,5.5338
53852,NA,465.3,NA,5.5359
54779,NA,645.47,47,5.536
54356,NA,473.36,NA,5.5376
55020,NA,400.34,NA,5.5394
54503,NA,649.47,3568,5.5395
54863,NA,424.31,NA,5.5396
54680,NA,436.22,1169,5.5399
54752,"Candidate Dihydroxylated bile acid (delta mass 59.0388; sirius atomic difference: 2C, 5H, 1N, 1O; buddy atomic difference: 2C, 5H, 1N, 1O)",452.34,78,5.5399
55468,NA,367.23,NA,5.5403
55019,NA,641.45,NA,5.5404
54587,NA,427.39,1281,5.5407
54715,NA,1138.71,16,5.5409
55417,NA,269.25,279,5.5414
54632,NA,593.41,1825,5.5419
54043,NA,281.21,NA,5.5419
55361,NA,365.23,NA,5.543
54708,NA,1303.91,16,5.5431
54809,NA,455.28,505,5.5439
55041,NA,663.45,16,5.5443
54693,NA,1137.71,16,5.5444
54710,NA,419.24,1805,5.5453
54771,NA,411.25,NA,5.5456
54671,NA,842.03,16,5.5458
54707,NA,842.53,16,5.547
54071,NA,441.23,3836,5.547
55296,NA,304.3,NA,5.5474
54800,NA,1005.68,349,5.5478
54317,"Candidate Dihydroxylated bile acid (delta mass -36.0209; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005463909, DEOXYCHOLATE)",357.28,NA,5.5492
55098,NA,410.29,NA,5.5495
54999,NA,528.39,2670,5.5497
